date,department,program of study,year of study,overall quality of education,accessibility of college resources,effectiveness of communication channels,quality of campus facilities,likelihood to recommend the college,satisfaction with extracurricular activities,support provided by academic advisors,promotion of diversity and inclusion,effectiveness of career services,satisfaction with IT support,greatest strength,areas needing improvement,positive experience with professor/staff,additional resources or support desired,suggestions for enhancing student engagement
2024-02-16,Business,Digital Marketing,3.1,5,1,1,5,5,3,5,5,2,4,Communication from the administration could be more timely.,Communication from the administration could be more timely.,"The library is great, but we need more access to online resources.","The career services helped me land an internship, which was a fantastic experience.","The campus facilities are well-maintained, but the labs need more modern equipment."
2023-10-26,Business,Financial Engineering,3.2,3,4,1,1,2,1,3,3,3,5,Communication from the administration could be more timely.,"The IT support is responsive, but the campus WiFi needs improvement.","The library is great, but we need more access to online resources.",The professors are very knowledgeable and supportive.,"The campus facilities are well-maintained, but the labs need more modern equipment."
2024-05-04,Technical,Data Science,1.1,3,5,2,2,1,4,2,4,2,3,"The IT support is responsive, but the campus WiFi needs improvement.",The diversity and inclusion initiatives are commendable.,"The library is great, but we need more access to online resources.","The IT support is responsive, but the campus WiFi needs improvement.","The campus facilities are well-maintained, but the labs need more modern equipment."
2023-04-01,Business,Digital Marketing,2.2,1,5,1,5,4,5,4,5,2,5,The professors are very knowledgeable and supportive.,The professors are very knowledgeable and supportive.,"The IT support is responsive, but the campus WiFi needs improvement.",The diversity and inclusion initiatives are commendable.,Communication from the administration could be more timely.
2022-12-28,Business,Financial Engineering,3.1,2,3,4,3,3,4,2,2,4,5,More extracurricular activities related to tech would be beneficial.,Communication from the administration could be more timely.,"The career services helped me land an internship, which was a fantastic experience.","The career services helped me land an internship, which was a fantastic experience.","The career services helped me land an internship, which was a fantastic experience."
2024-03-08,Business,Financial Engineering,3.2,2,2,5,5,3,1,3,5,4,5,The diversity and inclusion initiatives are commendable.,More extracurricular activities related to tech would be beneficial.,The diversity and inclusion initiatives are commendable.,"The library is great, but we need more access to online resources.","The IT support is responsive, but the campus WiFi needs improvement."
2022-10-19,Technical,Data Science,1.2,1,1,2,3,2,3,3,2,1,3,"The career services helped me land an internship, which was a fantastic experience.","The library is great, but we need more access to online resources.",Communication from the administration could be more timely.,"The campus facilities are well-maintained, but the labs need more modern equipment.","The IT support is responsive, but the campus WiFi needs improvement."
2023-02-23,Technical,Data Science,1.2,5,3,1,4,4,4,3,5,1,1,More extracurricular activities related to tech would be beneficial.,"The career services helped me land an internship, which was a fantastic experience.","The campus facilities are well-maintained, but the labs need more modern equipment.","The career services helped me land an internship, which was a fantastic experience.",Communication from the administration could be more timely.
2023-12-29,Technical,Software Engineering,2.1,4,2,1,2,2,5,1,4,1,4,More extracurricular activities related to tech would be beneficial.,More extracurricular activities related to tech would be beneficial.,The professors are very knowledgeable and supportive.,The professors are very knowledgeable and supportive.,More extracurricular activities related to tech would be beneficial.
2023-09-03,Technical,Telecommunication,2.2,2,1,2,3,5,1,5,3,4,5,Communication from the administration could be more timely.,"The IT support is responsive, but the campus WiFi needs improvement.",Communication from the administration could be more timely.,"The career services helped me land an internship, which was a fantastic experience.",The professors are very knowledgeable and supportive.
2022-10-12,Technical,Software Engineering,2.2,5,5,4,1,3,2,2,3,3,3,More extracurricular activities related to tech would be beneficial.,"The career services helped me land an internship, which was a fantastic experience.","The campus facilities are well-maintained, but the labs need more modern equipment.","The library is great, but we need more access to online resources.","The IT support is responsive, but the campus WiFi needs improvement."
2023-01-23,Business,Financial Engineering,1.2,5,5,2,1,3,4,1,4,3,5,More extracurricular activities related to tech would be beneficial.,"The library is great, but we need more access to online resources.",Communication from the administration could be more timely.,"The campus facilities are well-maintained, but the labs need more modern equipment.","The campus facilities are well-maintained, but the labs need more modern equipment."
2024-05-05,Technical,Telecommunication,3.2,2,3,5,1,1,2,5,5,1,1,"The career services helped me land an internship, which was a fantastic experience.","The career services helped me land an internship, which was a fantastic experience.",The diversity and inclusion initiatives are commendable.,"The IT support is responsive, but the campus WiFi needs improvement.","The career services helped me land an internship, which was a fantastic experience."
2022-11-27,Business,Digital Marketing,3.2,2,1,4,3,1,1,1,1,2,3,"The IT support is responsive, but the campus WiFi needs improvement.","The career services helped me land an internship, which was a fantastic experience.",More extracurricular activities related to tech would be beneficial.,The diversity and inclusion initiatives are commendable.,The diversity and inclusion initiatives are commendable.
